ID,target
0119efcb9,2187541.0015056916
011a58e13,2426416.5735591436
011b7902b,7677103.81588204
011ca122e,7084840.913944311
012053244,2318473.1662667543
0122a258e,384558.66662026476
0122a4305,2434358.3255591188
01230d8ba,2432979.8626802266
012414f4e,3053555.718444307
012452125,1491178.568020945
0124529b5,1139805.9098688003
012556288,3634598.4258916806
01257c24c,2392375.70240162
01258b972,2471424.3902812693
0125b64db,2434921.164666094
01295ef92,2365498.1365749696
012a2752f,2420431.7089088974
012b6ba95,1868193.8191559596
012b96b58,2688405.9038411733
012e881b9,2544307.1012242427
012f25e94,2413138.7507892363
012fa70bb,1646322.5725950217
01304fc0a,2437953.3012513546
013230913,2408087.348857425
01336ceb8,2364918.0386899095
0133b85e7,1417540.333994173
0136f8766,2429943.999672715
0137356b9,2398211.401748218
013750184,447837.3402780888
013a3f07c,2466965.4356080783
013cc1c13,2556327.8041573465
013e96334,1110241.9170931845
013fae0b1,2321071.1475386187
014076343,2554779.9851777554
0140ea0ba,1988768.9429409532
0143ee127,688356.1612384777
014461014,1354281.0264859512
01446634f,1209746.7572739008
014729fb2,5216988.991730231
014749c88,2235846.2533658966
014787fc1,2810222.80104605
014a6143c,1588994.4822723912
014af25cd,3410859.7155443
014b5797e,2474667.773814802
014badcb1,1799696.8608860585
014c523b1,7201613.026857035
014e55fdb,2439220.124657935
014ea0456,2455909.5758937728
0151cc525,2390781.6073614256
015409983,2440436.0518707526
015411bfe,3711823.3144506
01560b792,202990.56897219614
0157b07da,2429508.2841092404
01587bbbc,2675571.883043796
0158ba234,2969360.14605849
01590d52a,3363872.9845468234
015a40790,2322172.657499349
015b07817,495953.62030138384
015fc3313,5140003.792879473
01604ee4b,2432979.8626802266
016054375,2706352.6927706627
01642dec0,1205359.4570274923
0166ab5ea,2528797.4440234597
016b405be,1950988.4234257948
016bdc940,6301361.629127901
016c31d1a,289000.0164434456
016d290da,5903999.155142997
016decdd2,3065567.896177941
016ee1214,3047991.2985233404
016efef23,2439455.223859646
016f60448,2346867.0706312098
017029678,1920033.6032622373
01704d4ca,1890588.0853650628
0172638ce,2420188.9151794044
0173e6be5,2432979.8626802266
0174ed320,1765777.499505017
017623c5c,2432979.8626802266
017a4044f,2450399.302304649
017a6c7f9,2532285.010447101
017ae7ac3,2160972.6248508776
017b80d83,2503206.15871455
017d9f1a4,2103972.007673969
017e22e34,3417809.687994835
017e9a902,2433935.7841121573
0180f14e9,2421012.095382667
018148c57,1223166.1513596836
018166b42,2995655.8380542556
0181a6d0e,2349650.530970107
018283661,2194515.5128955645
0183f9b32,2365159.859623902
0186cbba4,4415744.031849878
0188bc86f,2402692.6568679158
01890383f,3956823.9040563935
018965366,2459963.031758166
0189c8ab0,2226833.2421073625
018d514a2,2409215.529037091
018d765bb,2363747.7863614513
018dbbe73,2188109.7413181504
018de39ca,2401580.597733343
018fd935f,2432629.205710971
018ffc9fa,3455027.2011919096
019372984,2740082.5064391075
01937e592,853892.5085063489
019381521,1064122.0306085765
01952e574,1910778.5738308337
019540ad9,4105582.23468681
01955815c,2433335.6150992895
0196be03d,2478182.189525449
01978c738,3424970.3977941275
0197f607c,3915657.550244565
01980e862,2432401.0857738066
019823615,2432979.8626802266
019ab3785,2329885.508208415
019c0d544,2310694.101011652
019c5ad1d,2432979.8626802266
019cff829,2432979.8626802266
019ed3e51,2407058.915925435
019fd88df,1470965.8395480267
01a0a9e06,2434758.657291239
01a1f927c,2432979.8626802266
01a4d6c6c,946721.9024342507
01a697820,1864194.5667404067
01a72cedb,1134313.327815825
01a900d08,904151.1568949673
01a960c35,3104618.218159372
01aa854be,2128557.5887952186
01ab08b6a,1912260.8872300119
01ad8126b,1756459.2142467806
01af69076,2161176.856643151
01aff9a04,2507404.32506732
01b128a94,2744394.8445206666
01b1e697f,2618663.1628497173
01b3159e1,2404137.6829329845
01b342719,1564535.1320554593
01b375dad,2428206.5656972774
01b6d93e9,2107239.174400385
01b6e8722,1681860.494078437
01b728f6c,2435622.9404663476
01b784536,1877432.3679240753
01b7d0580,7198995.965618259
01b7defea,2401711.039492661
01b80bb3c,1629657.2033311597
01b8c1484,2450107.295119626
01bbb0d76,2437426.5127309985
01bc848d9,1250879.605363075
01bd8211e,2270744.832036829
01bdda11d,2647177.7777049094
01be390b4,2593179.2112674583
01be6122c,2671034.120850665
01c1d1fb0,3362911.4017189746
01c33d5d2,2495669.2536734575
01c34e2ff,2201233.5065377033
01c362322,1926541.0167213092
01c553e1a,2284697.4818867506
01c65531d,2183655.879308439
01c6933d0,18750584.00348965
01c74c797,2507165.2363456003
01c7eafe8,3191620.855836382
01c81cd35,10566498.217220582
01c898445,4329626.549323266
01c9fd3a7,2503420.6191451102
01ca7113f,2432979.8626802266
01cb0f6ea,3858398.138947655
01cc582f5,290551.6590597931
01cca8141,3931128.9388539786
01cef01a2,399928.8032007599
01d10e85d,1840726.5933480335
01d193713,5557091.887144306
01d2fecbe,2135956.8768921727
01d38c28f,2428318.958598637
01d396bc2,2414796.974372062
01d7bfe15,1982934.643859035
01d8282f2,2578898.6057856195
01d94bd22,2130102.516485602
01da2afeb,2574373.3263640576
01db02cda,2447114.526701578
01dd4ee95,2432979.8626802266
01dd8785b,1037702.4023385581
01dff0d9c,2336651.0684713777
01e04a9fb,2437802.9671490253
01e06a9f0,2419159.148345667
01e1970fb,2883483.401540589
01e1ee7f9,2479267.6499367026
01e37465e,1046150.5997680799
01e38e47e,2441049.712572036
01e6618b1,2393342.4434766993
01e8de681,5420183.107052523
01e9513b2,2432979.8626802266
01ea633f5,2984727.8755525677
01eba0824,1770381.2383104432
01eca1d02,2700671.789885786
01ed1f78a,4586221.214097001
01ee29ec7,7148639.270813274
01eed81f9,1877521.952208003
01ef1d226,2488818.02682863
01f0030e3,3069980.1433903337
01f15fad3,2254726.0903619584
01f330ffe,2360669.3035957445
01f39eb1e,626518.8559674071
01f44549a,1885232.9445377209
01f5a652b,2476688.494583278
01f889c84,2407519.0690557123
01fa9c31e,1996393.8724113943
01fd4e7e9,2434020.4408076867
01fde1134,2638439.3875411754
01ff14471,2598021.4233588628
01ffa7fbe,2431684.640021728
02001f60c,2938793.716259377
0201ea0a0,2332513.474932828
0201fe232,2306776.617648224
020699f8e,1757159.2190764442
0206a24ce,4877628.436799173
0206bfd06,2431507.7407268807
020741219,2353206.3782843733
020816bdb,2403405.0880562947
0209a7570,2446264.3025950585
0209bf7b8,1154150.1623714378
0209d2fd2,2437634.40083343
020b294bd,2310199.250959397
020b5b442,3604175.01594457
020bd2d15,2168854.076490665
020eaebb2,2501107.8321206765
020ed0585,2203530.362402272
020f67b89,4045192.94821731
02118146a,1660689.4962983814
0211c154c,6717652.824260268
0211f9abc,1376994.4701449971
021257ae5,9860442.592008825
02135d6ab,2923340.31227233
02170db23,2307867.7801172603
02180e987,1372559.5900800533
0218218c1,4852296.352335955
0218cd3d7,5863880.190470131
0219f8398,1582234.0099389683
021aee575,2264093.3863785053
021bd4dca,2444156.9962662775
021da9216,2460469.557097377
021ebd418,2477317.947954403
021fd795a,1355904.552695146
02223cd36,2182048.9883720004
0223c16c1,2407483.5139598227
022678dd2,1295619.5997689886
022792b0a,2669856.634941452
022804284,522805.18030381575
0228aa82d,2130957.782732584
0229e75c4,2428190.6854036218
022a8c2f7,3486065.8462193413
022cb2631,2163765.3634753553
0230d4064,7544989.271828544
023377ebc,2710469.309278584
02342e4f7,2246531.528153777
0235e2eab,3165544.5701749404
023990ec3,2104071.7885923027
023ac9a3c,2526488.2222572197
023b81381,2413167.290173662
023fa6bf0,2776285.9226841913
024078072,657568.3259527403
0241d1cc7,1977352.584838052
0241dbd70,2433830.5043323818
02423aea3,3080981.8896908066
0242e62ca,2977260.8636415824
024306e5d,2479830.7113907044
0244ca2e6,2432979.8626802266
0245590f8,1686494.8323031247
0246d6ee2,2873401.3654275374
024739c7d,2179730.0627786783
024766f47,1155749.116922879
024813220,1952233.940617843
024890eac,1671015.4441453451
024c65d46,2925297.495220284
024c8f9db,3208037.552917909
024cbb5b4,2537465.619202277
024d9058c,1161763.393652093
024fe32af,1889496.2889760886
025045845,7742282.726088804
0250eb809,1030680.7572333709
025179e5e,2446492.8800218315
02537cf5e,2489122.9658247977
0254223d8,2432979.8626802266
0256c0b0e,9641594.254571922
025774ca3,5188661.930060437
025786cb9,2239971.3361669155
0257e2b97,1032908.9371802016
025994da9,2440553.046119498
025a2f31f,2433799.0696454626
025a544da,2479547.6688585854
025a96ed9,1893962.2094367128
025abdc92,3873869.7977608624
025ba7d70,2413207.3223539367
025c222b3,2020085.4260175051
025c7bb5f,2436572.667793612
025e5d770,2277442.2835251465
02635ccad,2509712.747274993
02648787c,2569358.181264377
026756d03,1956020.6684829353
0267a271c,2459691.027818653
02681ecec,2402372.5358842355
02697d7c3,2583562.67826364
0269a6f71,2394638.6353388554
0269d314c,2426688.2000557156
0269dba28,3106765.4301039763
026a61d88,601053.7159813276
026aeaa2c,2431955.0169537477
026b02a83,2560532.3808328714
026baed22,2375099.8893645112
026c4e17b,2333954.116629291
026c5991c,2400083.7190462505
026cf59d9,3489541.4523113724
026cfc392,309543.89352530066
0270a390f,644155.987130692
0270be3af,2621780.1623800024
0270e156b,2317175.7598591596
027124809,2980375.2094654874
0272c405a,3603620.8449264346
027400cb8,1734651.0775986589
0274ce8b8,2742146.00161021
027769b10,2209005.080205802
0277d96d0,2314851.296198205
027a21566,2432979.8626802266
027c75423,6001461.20802439
027cc80a8,2840954.54584148
027d5aea6,1925755.9495144612
02865c5ec,1921020.1367510185
0287280ba,2769275.8843649244
02898064e,2823694.0153388586
028988631,1552534.0506948708
028a5c0d4,1924859.3418558543
028da53a4,1964580.3076127113
028ee267a,2432979.8626802266
0292f2fc5,4038292.2022880847
02975edfa,2444230.9609121135
029a9db2e,2432643.735170998
029b14b56,2090391.9357584452
029bbe7d3,2351707.702679048
029c1e398,969353.0321193408
029da4b41,2428561.711417905
02a0c1918,2923436.605966779
02a2a1bdf,3274354.9024181515
02a2c00e0,2431235.446662878
02a31514c,2549655.0364282867
02a3dc04d,5172673.8947936995
02a565b91,2402874.0937734446
02ac98fd5,2608659.0144087444
02adff31a,2432979.8626802266
02affe93a,2432979.8626802266
02afff518,2261002.837340765
02b000198,177678.82385570684
02b0b4bae,2481148.3863833933
02b0c3fdb,2058927.5688944792
02b220cf1,3658957.1612356007
02b25ade0,2432979.8626802266
02b413bb1,3839823.2545981063
02b4aaba1,7776052.583100066
02b67ff32,2593949.980931066
02b71a6b2,3524116.1047373805
02b79188f,2291148.3439096096
02b8961fc,2639801.709004594
02b96ff6c,2254429.2634671503
02bad4594,2348840.5611905316
02bbd7b9d,2199947.3420777544
02bcf8e90,2759918.172073807
02bde66d2,1687550.4028550514
02bfe3c59,1923358.5469948798
02c119238,2732597.0308510605
02c16cb74,1797634.1426895563
02c475e65,2479646.887278459
02c4d224b,2413221.0599479973
02c6d9700,2398690.931167584
02c74523d,3340132.895181449
02c7c5e05,2419500.233739999
02c8a1f80,535127.4381813665
02c8c7175,2443124.260357624
02c91d25d,2822613.5454243813
02ce4321f,2432598.802612784
02cfae275,3448865.8249315857
02d07cb78,5230333.994076515
02d147e50,2654723.760461794
02d173c38,2137647.390618713
02d1a1e82,2360958.9304270106
02d2dc64c,2077135.6771987164
02d3dcc5a,4019277.0336333867
02d67ed4c,2108803.8030109666
02d682de1,3306906.64068704
02d72b46d,1470136.3602066217
02da114c7,2079637.0959426514
02da41c7e,1915969.789087503
02dad771a,1367351.993908994
02db2bb9a,121007.64627352741
02dc20d11,2076361.25777063
02dc3b94d,2432979.8626802266
02dd17f6f,2343571.7819021447
02deaaed6,2392605.5842319154
02dfd3b7c,479760.34169038414
02e0b923c,2463023.6150459647
02e23559a,2538666.1865196857
02e2acbaa,2422618.728318995
02e5349d9,1085486.093815685
02e6bbef5,2600463.7838641265
02e7849bb,2514193.756368787
02e80faad,2115136.8268190864
02eaec8f8,2593872.0616374956
02edb9180,17064640.375769235
02ee21874,2432979.8626802266
02ef3cdc7,2534617.1625440824
02f18ce31,2537249.586592584
02f20fa4a,2431806.749133086
02f492e98,2476319.9739598325
02f7d06a3,2435514.433726687
02f8c9d39,2365162.624964573
02f928f97,3077603.246478763
02f97eb4f,2338478.4358841823
02f9cc844,2144237.7619462893
02f9f46ac,689381.4994976111
02fb07a76,401035.7736803522
02fb4683c,1773638.1093650325
02fd708e8,4514967.742291164
03026bfdd,2074095.446925879
0304186ba,2404822.47655554
03052941a,1975648.62495461
030553c29,1957587.660095483
0306f5c13,2510979.838244915
03078adf4,2589468.086172857
030a2297c,2408707.086194582
030b9a986,3367820.840522857
030bbd54c,2772956.533475329
030d81f86,2260313.831345761
03101eca5,2434440.550131118
0311bb483,4127531.010196429
03121027c,9026124.283510001
0312ea7f8,2605383.5829508244
0313323d7,1941977.4147351948
03148fa17,1307850.1698297565
0314aa65d,9715665.914525008
03156f66a,1170726.6203062958
031775c5a,2988802.9082078487
0317cd26f,1717006.416995174
0317dc1c8,1225134.9303640248
031959763,4396741.944628063
031961e5e,2360296.8751922874
031a6f52d,2379843.654057726
031af41a0,2425593.9235408613
031be3013,2347844.121685203
031c054a3,1118966.1211856008
031e02d13,2454675.578942891
031fe6025,2671227.5315876664
03226e167,11251048.517056482
032313121,2192404.9319547126
03252fdf8,2039962.3134645196
0325ef5e3,858051.0931736025
03278afaa,2715811.7421165765
0329abefe,2097534.1233465634
032b82f0c,2467685.368464604
032cb3413,1500374.6911297278
032f7abe9,1513951.5544287784
032fd3cf7,1756341.2823511213
033135e05,7730980.001418294
03316e7c8,2425993.2016577153
0333c53fa,575126.7412210501
033611b09,2434390.6236430267
033656403,1384318.9361453773
0337427ab,2434971.399164176
0338d1fb6,2402186.8729641917
033948435,11817268.849855404
033b70fcb,2438881.5609824224
033d3323b,2349021.140489114
033db5f65,2431750.851204884
0341af76c,2332187.386924395
03434b4b4,2355166.5764793814
0344e4977,7517337.952849766
0346fb76b,3421714.3679035073
034ad33d6,8275367.665905843
034af5dae,1508056.8550562104
034b70bda,2534417.717254561
034f2607b,297281.30239064083
034f28339,783249.6220052866
034fb173b,2402833.011055623
03504923d,9267670.82725754
035226e6e,2226657.4381006355
035585d5c,2441025.908619403
035643e2b,2442480.628900619
0356dfccd,2090184.0906396976
0356fc880,2412128.1777270376
03578cd16,2437468.71101359
0358c22f6,1998595.7811305989
035a91cf2,2432979.8626802266
035b789d2,2301046.3590316013
03610ecc7,976505.666105399
03656e62f,5085313.326808831
0365b7b3a,2281003.7633297467
0365f0a9f,1723870.8132227103
0367cb231,2282782.3295340477
03687090c,2432979.8626802266
036b2dd1e,1992915.548041739
036f3dd40,2432979.8626802266
03700787a,2497431.3946467433
03705c6ef,2432979.8626802266
03722e7be,2432979.8626802266
037248721,914542.4678810426
037269293,5829691.674449093
03782136e,4048435.616877231
03796cf0e,1886811.934399107
037dc14e7,2523520.832768799
037ec2166,2432979.8626802266
037f61da3,2432979.8626802266
0380c62db,5161482.925067212
03857cb43,2424281.942911217
0387bf802,2566284.925347908
038838fee,2515160.4257575003
0388b0dc1,2103895.453874954
038ad1732,2299438.256119829
038b7c09a,2747446.076139468
038c061e1,2432979.8626802266
038da9843,2482716.3362024305
038ded2fe,1725437.1634530975
038f623c2,2488670.0403993726
039105297,2419007.817434326
0391c19bf,2560683.536565447
0393e0694,2432979.8626802266
03949736d,7220138.256173092
03959e9a9,2750774.2945666215
03968aeb0,2347519.4044198547
039a844b4,2264137.0968913864
039e289ac,2347572.712540131
03a062fbb,2512677.0504047587
03a4623d5,2433313.9106676686
03a546322,2459401.753091709
03a5c6003,2437313.804901334
03a5f4351,2251454.040375273
03a81c915,3933116.59373124
03aaf818c,2869045.648768613
03ab8fc70,4391862.589110422
03aea7af1,4494528.225636384
03b10328e,2173670.518819808
03b27dded,2491873.2511581033
03b46ad5d,2163056.8085014913
03b4b4a3e,2428180.943171362
03b67d81b,2432979.8626802266
03b6c19da,2480406.273075353
03b835ca7,2437581.7763511743
03b882553,2639410.829745413
03b99b5f9,3570410.017857126
03b9a2af2,4721821.747229767
03baf448a,3102725.6433118493
03bedbe9d,2256968.780232647
03bfd20b9,2432979.8626802266
03bfe3bc5,644168.9426237133
03c18ac69,1277808.3109551985
03c27a2bf,2218642.405761104
03c760f76,1447653.3937129197
03c8caae7,2349343.3229439263
03c9a65f8,2552634.481839275
03cdb39c1,4851908.315350546
03d4bd5b8,2685526.233308684
03d73e9c5,1718026.1486425027
03d854501,2416678.1145563754
03d893c26,1262398.5328868283
03da7d69e,2329732.3956826525
03db05222,1410492.4614344202
03dc6875e,810669.416710923
03dfb0bd7,2081700.261632333
03e09458b,2475709.081415769
03e10ddf7,1215181.46209769
03e28b99f,1435702.2668534326
03e58b888,2689889.9603199824
03e592e94,2934661.425882729
03e755a97,2256771.9413513746
03e78798a,7881553.43843407
03e823704,2169843.0371673554
03e882a88,2433351.2539039864
03e897c29,2133378.4898999734
03ebad6bc,2115769.319507277
03ebf5ecf,407305.1474143085
03ec3ab4e,2315162.9729647646
03ec5eed1,4108887.3552273223
03ed5c911,1950759.2453932988
03ed976ab,2396139.4929053243
03ef34c90,2465158.353526256
03f203cfa,2383356.587335973
03f3c8c46,2310467.354928291
03f492c31,1187784.3878994123
03f5b5e4a,2432979.8626802266
03f6822ee,2363121.161252235
03f6de512,801635.041438932
03f73ef0e,3017959.6826868556
03f74f010,7247917.082838215
03f82bc6c,3860977.3513886146
03fa0306c,2587882.7817351343
03fc7fa27,965610.7829463718
03fe6e716,2632519.3884042893
03ffe3f49,2450704.138235761
04023973e,2103608.411041052
04042f2d4,5707523.950930015
04045c3a4,2722905.55382519
0404fb8e2,2450915.204970207
0406e6e47,3459883.2693790896
040951939,2729868.653034213
0409890f8,2510979.081372468
040ca2949,2253987.723802758
040f6b98c,2678735.3925288543
040fb51e2,3334274.117792297
0411c1468,2809307.965382545
04127fa80,2835777.5355894268
0412f421d,2663781.249463284
041346d0f,2434094.1722269123
04137899d,7546348.3215252515
0419a598f,2155836.30349118
041abacf2,1078464.9639632946
041ac253e,822308.3666561244
041ae628c,2480793.718497921
041b2eaa1,1334141.9282889545
041d211ec,2550830.326473992
041d6aa88,1875646.9650429885
041e0fa5a,3209737.6537085893
041fec996,1153650.294546762
042091615,2467535.1271424033
0423774bc,2396771.2357458263
04245c9ab,2525588.5236244197
0425713aa,1023018.6036317653
042576594,3213620.936001883
04258a134,2427783.9470794722
04290d6e3,1537767.5061041196
0429ef94f,6909513.040098174
042acad39,1021703.9301602307
042b75b8b,2775325.9343689526
042b8215b,13904384.898103582
04305a384,2432837.8444364024
04314d3a3,963640.7062251429
04315db05,1880964.683392395
04345543a,2641813.3887465587
043593500,2429070.111780558
0436f2c86,2452053.079949435
04370ab18,2252856.6345919953
0437281f5,7791137.038177616
0438dc28d,2432979.8626802266
043be1af1,1937802.1807031317
043c23fbe,679154.0753997357
043dce29d,2437462.5577375395
043e4b825,2417261.070677618
043f5244b,3714452.4406728735
043fd2e42,2883947.135747763
0441a98fe,5003996.534067978
044541178,2609571.261096678
04457b1e5,2442137.3615813777
04462ec86,2420747.5826995857
044683ae6,815870.4890348525
0448aa36f,2446324.918134657
0449d0137,1279466.4826017267
044b95f86,2457276.841104449
044b97b6c,2356007.1014311644
044c7fd20,3240605.307061112
044c8dfd9,2431850.523241436
044d8ee8d,1759730.8018347393
044eb2751,2432979.8626802266
044efc778,2273667.7346244073
045082aa1,2098220.880250232
04518a146,2757784.4134009043
045239fe8,355436.6505788296
0453a3e09,1503617.439093493
0454417ec,6270449.389815594
0454de019,1884337.1907038153
04562691c,2880791.8787194407
0458a04a0,3200583.354427874
045901f6a,4808462.833339295
045986d3a,2437573.020255286
045bce540,2234285.254468004
045ce5b8c,2461539.263187684
046021d41,2351788.356720625
0462e36a5,2697620.341411058
046526fe2,2255756.0569560453
04655596d,2482424.7124117604
04658f5b6,2432297.69382294
046692f4b,1193059.7038649747
046868511,863720.7744374941
046892828,2428064.5784204504
046b3d7ef,2697426.264608311
046c924e3,379188.29053438554
046e2664e,2386645.758892071
046e3b5b4,5660102.805406073
046f20f0d,2431858.1989195673
047157871,2430291.2916604965
04722b965,2443889.765101587
0478dd0a3,1979299.2573042023
0479371c3,2405772.404392647
047ac78ea,2339860.465118552
0481e6914,385194.0700858496
04822e352,2432979.8626802266
0483111ba,2424742.069177841
0483794aa,3136402.9350841804
048443c83,2400838.4000743935
04847c5ea,2207439.1620855173
048658031,2450069.454127785
048694692,3687338.8145297663
048712c35,1105534.4160400594
048b1b81c,2459693.784469226
048def5ee,2482604.452886614
048e4e5ce,2486726.5864091613
049036175,13645468.046077345
04905d5d0,4153333.010963193
0490bce2f,2432197.408902681
0492364a6,2457501.5269310814
0493c1057,1454198.447506959
0494cbc16,2626066.895689337
049670925,2430281.25401809
04998f537,2413623.735330123
04999528c,1331352.568870597
049a35c33,2548383.5247030105
049a8e3e5,2614063.580468038
049ab0d4d,541328.1678288801
049b66c17,1959354.7734786551
049e17289,616653.3440180441
049e7e088,1705332.9162176577
04a049e48,1392851.2051698775
04a095504,2433739.733313005
04a105753,2438257.7027440327
04a231167,1206224.3876034464
04a3c6d21,2225081.526929166
04a5a539f,2364972.211733274
04a746dc8,1742330.5649393029
04a992add,1073067.099232054
04a9e4aeb,1394312.3857652168
04aa2e15a,3199218.970296533
04aa6b5fc,986647.3362396725
04ab00450,2432979.8626802266
04ab1de8e,8182429.645150453
04ad57b6d,2360627.343540017
04ae21348,1608663.312409852
04af5fa34,3314204.314048513
04afeb8ac,5714302.760644704
04b0e1550,2440788.795347165
04b1ca833,1807275.7578243306
04b2cb591,2412154.7409665226
04b2d3d86,2536832.8080626493
04b432011,852045.2036100003
04b44859f,2049263.0099329625
